"gene_id","D1","D3","Z3","MP2","Z1","Z2","MS1","MP1","D7","D9","ZH2","D4","D5","D6"
"ENSMUSG00000048349",19,9,14,11,11,1,9,6,19,13,3,9,12,9
"ENSMUSG00000048351",429,332,146,128,361,306,302,200,352,325,302,313,328,343
"ENSMUSG00000048355",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048365",606,464,392,278,898,489,1112,653,815,844,437,811,378,396
"ENSMUSG00000048368",3,1,0,0,1,0,1,3,0,5,0,2,2,1
"ENSMUSG00000048371",228,257,164,37,446,195,542,168,296,287,430,252,332,322
"ENSMUSG00000048373",2815,2771,1295,848,2858,2397,3676,2055,3013,3122,3220,3767,2744,3434
"ENSMUSG00000048376",11,7,1,0,11,1,12,7,7,13,10,2,15,5
"ENSMUSG00000048377",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048378",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048379",1289,892,498,267,1110,1231,1800,826,903,1055,1276,1198,1039,977
"ENSMUSG00000048385",1,0,0,0,0,0,0,0,1,0,4,0,4,0
"ENSMUSG00000048387",1,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSMUSG00000048388",1,0,0,1,0,0,0,0,0,0,2,0,0,1
"ENSMUSG00000048391",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048398",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048399",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000048400",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048402",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000048406",134,151,44,67,117,76,68,101,90,107,102,48,78,72
"ENSMUSG00000048410",254,294,57,70,314,294,352,131,333,241,285,307,333,257
"ENSMUSG00000048411",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048416",0,7,0,1,3,0,1,0,4,1,3,1,0,2
"ENSMUSG00000048424",0,1,0,0,0,0,2,0,0,0,2,0,2,3
"ENSMUSG00000048425",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048429",1132,793,389,256,904,526,809,788,753,883,784,703,696,779
"ENSMUSG00000048439",208,162,106,148,154,152,254,190,212,197,180,157,192,180
"ENSMUSG00000048440",1413,1319,739,660,1069,764,1076,1301,1109,1046,1071,689,810,800
"ENSMUSG00000048442",210,169,121,84,97,92,106,211,118,124,119,114,116,91
"ENSMUSG00000048445",126,86,86,71,101,47,87,46,59,68,100,61,78,74
"ENSMUSG00000048450",0,0,0,0,3,0,2,1,0,1,0,0,5,0
"ENSMUSG00000048455",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048456",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048458",19,6,0,4,9,6,10,2,3,10,6,6,16,13
"ENSMUSG00000048469",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000048473",2,0,0,2,2,0,0,0,1,0,1,1,0,0
"ENSMUSG00000048478",0,3,0,1,2,0,0,2,2,4,2,1,0,2
"ENSMUSG00000048480",0,0,0,0,2,0,1,0,0,0,0,0,0,0
"ENSMUSG00000048481",57,25,8,16,32,11,21,22,10,14,18,8,7,7
"ENSMUSG00000048482",0,0,0,0,0,0,2,2,0,0,0,2,2,0
"ENSMUSG00000048483",0,0,0,0,0,0,3,0,3,2,0,0,0,3
"ENSMUSG00000048484",9,5,0,0,3,21,5,3,6,1,3,1,3,3
"ENSMUSG00000048485",0,0,0,0,1,0,0,0,0,0,0,1,1,0
"ENSMUSG00000048486",536,315,280,197,389,425,435,412,304,352,366,289,355,368
"ENSMUSG00000048489",10,7,0,0,3,15,15,0,25,5,0,0,4,2
"ENSMUSG00000048490",1288,929,711,493,2010,1576,2969,887,1302,1192,1543,1349,1240,1249
"ENSMUSG00000048495",128,142,65,51,107,113,107,106,111,107,114,114,84,98
"ENSMUSG00000048497",611,548,226,272,571,383,518,539,588,554,596,535,423,464
"ENSMUSG00000048498",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048500",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048501",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048502",1,2,5,0,1,7,3,0,0,0,5,0,1,0
"ENSMUSG00000048503",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048504",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048516",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048520",3,1,4,0,3,0,7,0,0,0,5,6,4,9
"ENSMUSG00000048521",36,17,4,1,9,32,12,16,22,26,41,17,24,21
"ENSMUSG00000048528",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048534",72,75,42,27,64,23,26,65,43,53,63,53,34,38
"ENSMUSG00000048537",3266,2862,1619,1746,2176,1328,1558,1900,2674,2706,2505,1664,2216,1989
"ENSMUSG00000048538",96,88,60,38,112,44,83,31,61,77,92,88,69,100
"ENSMUSG00000048540",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048544",1,0,0,4,1,0,0,0,5,4,1,0,0,0
"ENSMUSG00000048546",936,838,504,253,1000,605,925,608,617,900,1181,871,729,554
"ENSMUSG00000048550",175,114,65,72,169,119,170,123,113,88,136,151,126,112
"ENSMUSG00000048559",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048562",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048572",758,245,147,241,179,136,409,285,438,264,269,295,258,191
"ENSMUSG00000048573",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048574",17,20,15,5,10,8,19,13,19,15,16,21,8,13
"ENSMUSG00000048578",15387,10770,5887,4774,13575,11650,13784,9780,13041,12864,15529,10827,12012,11610
"ENSMUSG00000048581",64,68,46,17,63,24,87,51,69,46,63,39,65,50
"ENSMUSG00000048582",0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000048583",14,28,4,5,15,8,10,13,9,8,4,9,5,9
"ENSMUSG00000048592",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048600",10,14,3,2,9,5,4,2,7,8,6,14,3,9
"ENSMUSG00000048602",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048603",14,13,0,0,20,45,18,19,17,16,14,18,25,24
"ENSMUSG00000048612",880,751,553,160,842,736,1478,842,1115,1064,520,571,1134,840
"ENSMUSG00000048616",0,2,0,0,1,0,0,0,0,0,0,0,0,1
"ENSMUSG00000048617",1,1,0,3,2,0,7,0,3,2,2,0,0,0
"ENSMUSG00000048620",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048621",3,4,0,3,6,7,0,1,8,5,0,7,4,5
"ENSMUSG00000048626",0,3,0,0,7,0,5,0,11,0,4,0,1,5
"ENSMUSG00000048628",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048636",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048643",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048644",69,37,12,8,50,32,27,60,10,42,37,22,32,31
"ENSMUSG00000048647",36,61,44,16,41,22,37,27,21,37,27,23,18,22
"ENSMUSG00000048648",5,2,41,0,2,18,38,56,4,6,45,32,5,8
"ENSMUSG00000048652",35,52,49,13,60,31,25,54,65,47,60,49,60,51
"ENSMUSG00000048655",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000048661",526,470,204,178,598,551,752,470,565,581,557,592,545,557
"ENSMUSG00000048665",0,0,0,0,0,0,0,2,0,0,0,2,0,0
"ENSMUSG00000048668",681,471,395,385,499,404,450,544,494,510,448,316,402,344
"ENSMUSG00000048677",433,325,210,181,316,204,448,386,447,379,461,273,315,312
"ENSMUSG00000048686",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048696",269,259,80,45,282,145,224,173,199,201,270,255,342,221
"ENSMUSG00000048697",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048699",19,1,0,2,0,13,11,0,15,15,18,1,10,4
"ENSMUSG00000048701",2070,1761,827,497,1827,1455,1817,1131,1704,1706,1961,1136,1396,1293
"ENSMUSG00000048703",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048704",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048706",4127,3982,1287,746,3054,2033,3269,2874,3204,3394,3681,2720,3275,2938
"ENSMUSG00000048707",2910,2399,1207,1079,2155,1467,2777,2715,2379,2227,2433,1339,1847,1504
"ENSMUSG00000048709",3,3,0,1,6,21,1,0,2,2,1,3,2,2
"ENSMUSG00000048720",173,185,100,31,238,135,171,79,146,156,200,167,155,143
"ENSMUSG00000048721",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048728",17,4,10,4,1,15,11,6,8,8,1,3,1,8
"ENSMUSG00000048731",89,53,60,67,80,44,52,112,48,46,61,33,38,56
"ENSMUSG00000048732",33,15,28,5,76,103,61,21,36,40,55,67,44,46
"ENSMUSG00000048745",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048747",0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000048752",2,0,0,0,1,0,0,1,0,0,0,3,0,0
"ENSMUSG00000048755",606,497,199,202,475,204,520,344,510,404,452,311,389,396
"ENSMUSG00000048756",1725,1857,937,624,1842,1278,1794,1161,1670,1366,1775,1125,1402,1332
"ENSMUSG00000048758",14916,10806,9960,9908,9454,5875,6049,8729,9374,10208,8093,7546,6768,6926
"ENSMUSG00000048763",142,19,11,8,18,20,61,45,98,32,43,36,85,53
"ENSMUSG00000048764",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048766",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048769",5263,4933,2498,1150,6641,2625,6039,2126,6094,4587,7256,3847,5333,4877
"ENSMUSG00000048772",236,214,80,73,162,95,155,133,123,122,145,91,97,125
"ENSMUSG00000048775",1,0,0,0,1,0,0,4,1,0,0,0,0,0
"ENSMUSG00000048776",21,21,17,2,32,15,29,20,15,18,23,24,18,40
"ENSMUSG00000048779",1079,961,763,645,1080,522,753,639,709,945,914,673,566,591
"ENSMUSG00000048782",51,22,20,26,30,49,40,31,52,48,63,85,38,50
"ENSMUSG00000048787",290,244,162,78,261,213,298,215,214,263,280,204,196,196
"ENSMUSG00000048790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048794",7,1,12,10,10,18,0,6,3,10,7,1,2,0
"ENSMUSG00000048796",691,684,408,303,668,451,750,458,842,625,694,499,535,572
"ENSMUSG00000048799",420,323,160,166,407,440,437,311,330,310,387,294,318,302
"ENSMUSG00000048806",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048807",207,169,103,122,145,76,147,168,175,140,176,107,142,123
"ENSMUSG00000048810",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048814",0,2,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000048824",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000048826",944,882,451,199,854,388,513,586,624,678,763,487,508,435
"ENSMUSG00000048827",65,51,17,21,50,35,70,32,45,47,32,50,65,40
"ENSMUSG00000048830",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048832",1729,1255,802,621,1040,676,1123,1288,1159,1152,1256,847,1077,912
"ENSMUSG00000048833",3468,2882,1480,954,3260,2750,3386,2243,3317,3084,3342,2545,2687,2520
"ENSMUSG00000048834",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048852",86,40,42,25,72,72,128,45,109,128,261,103,75,85
"ENSMUSG00000048856",177,83,83,91,94,22,63,116,58,68,61,46,63,90
"ENSMUSG00000048865",55,33,1,2,20,11,30,61,42,27,78,17,39,35
"ENSMUSG00000048874",1364,1224,656,417,1620,1310,1692,960,1405,1226,1482,983,1473,1118
"ENSMUSG00000048875",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048878",2334,2134,653,593,1847,1116,1420,1663,1099,1781,1519,964,1415,1136
"ENSMUSG00000048895",29,33,0,7,25,11,11,15,21,21,21,16,8,17
"ENSMUSG00000048897",1207,1293,566,363,1105,762,1062,807,1204,1268,1360,1027,1262,1011
"ENSMUSG00000048899",37,33,38,50,14,26,41,61,33,27,14,5,18,21
"ENSMUSG00000048904",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048905",1127,1229,525,432,892,489,1590,890,977,791,947,455,732,393
"ENSMUSG00000048910",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048911",107,81,41,9,114,85,214,48,136,98,96,70,97,75
"ENSMUSG00000048915",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048916",19,5,5,3,14,16,20,2,10,10,18,17,12,17
"ENSMUSG00000048919",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048920",560,469,155,121,457,271,408,322,421,425,476,341,349,404
"ENSMUSG00000048921",84,64,4,28,43,31,51,29,45,51,40,25,56,34
"ENSMUSG00000048922",675,399,250,304,502,515,555,204,450,307,470,384,352,436
"ENSMUSG00000048924",306,281,231,110,285,257,288,199,233,228,272,187,253,252
"ENSMUSG00000048930",1099,1009,386,387,909,470,513,579,708,676,700,433,634,546
"ENSMUSG00000048933",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048938",3,3,8,6,7,5,11,0,2,3,5,7,0,5
"ENSMUSG00000048939",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ENSMUSG00000048949",382,391,239,135,563,462,564,420,776,330,455,349,447,330
"ENSMUSG00000048960",0,0,0,6,1,0,1,0,0,0,1,0,1,0
"ENSMUSG00000048962",141,49,51,2,73,74,42,39,42,32,101,44,57,45
"ENSMUSG00000048965",79,40,43,26,50,31,58,28,40,32,34,23,52,37
"ENSMUSG00000048967",33,19,21,11,14,6,2,42,14,26,23,7,16,23
"ENSMUSG00000048970",1453,1165,458,420,1322,1303,1472,1160,1431,1178,1238,1602,1302,1325
"ENSMUSG00000048978",2,0,0,0,0,5,2,0,0,0,0,0,1,0
"ENSMUSG00000048981",0,0,0,0,0,0,0,14,0,0,0,0,0,0
"ENSMUSG00000048982",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048988",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048992",17308,17757,7493,7778,11061,6756,12544,13804,11821,13677,13762,11511,12011,11454
"ENSMUSG00000048994",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048996",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048997",192,125,88,97,95,88,139,179,111,106,94,80,76,94
"ENSMUSG00000049001",13,13,7,3,41,27,26,9,11,5,10,17,12,14
"ENSMUSG00000049008",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000049010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049013",7,0,0,0,0,0,9,0,3,7,1,5,3,6
"ENSMUSG00000049015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049018",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049028",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049036",14,5,4,1,1,0,1,4,2,2,0,1,2,3
"ENSMUSG00000049037",10,8,0,8,5,0,2,6,2,8,2,4,10,3
"ENSMUSG00000049038",141,157,71,96,166,195,174,70,160,149,140,183,105,134
"ENSMUSG00000049041",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049044",80,56,45,33,38,13,30,9,45,44,57,23,26,22
"ENSMUSG00000049047",361,229,152,102,372,397,331,208,364,271,281,388,327,372
"ENSMUSG00000049052",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049062",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049073",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049076",1588,1763,870,350,1944,1435,2415,1310,1734,1724,2019,1578,1782,1529
"ENSMUSG00000049086",134,117,89,50,111,39,79,94,61,83,69,55,56,75
"ENSMUSG00000049090",1779,1618,876,620,1972,1168,1877,1042,1478,1547,1778,1026,1312,1289
"ENSMUSG00000049091",1911,1521,590,369,1647,1518,2801,1062,2306,1739,2560,1685,2123,1956
"ENSMUSG00000049092",4,5,11,0,7,19,18,2,0,4,3,7,8,4
"ENSMUSG00000049093",0,3,0,0,0,0,1,0,0,1,0,2,0,1
"ENSMUSG00000049094",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049097",0,4,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049098",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049100",0,0,0,4,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000049103",4,11,2,9,17,0,17,9,12,15,17,8,9,15
"ENSMUSG00000049106",1130,899,491,316,954,707,1083,671,835,993,1010,773,889,730
"ENSMUSG00000049107",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049109",5,0,6,0,7,0,6,2,12,9,8,7,4,5
"ENSMUSG00000049112",8,5,0,0,3,17,25,9,6,2,5,10,9,9
"ENSMUSG00000049115",14,19,10,13,30,4,14,5,2,16,10,6,12,11
"ENSMUSG00000049119",8,17,3,5,20,4,10,16,28,10,13,17,14,24
"ENSMUSG00000049122",7,6,0,0,2,0,0,4,5,2,1,3,2,0
"ENSMUSG00000049123",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049124",290,169,81,66,123,187,191,53,104,106,101,152,104,155
"ENSMUSG00000049128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049130",1,0,0,5,1,5,0,3,0,0,0,0,0,1
"ENSMUSG00000049133",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049134",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049148",0,0,0,0,1,0,2,0,0,3,0,0,0,0
"ENSMUSG00000049149",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049152",0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ENSMUSG00000049154",24,6,0,7,10,15,8,15,7,10,7,10,4,4
"ENSMUSG00000049160",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049164",490,431,239,129,645,620,975,390,560,417,546,655,542,575
"ENSMUSG00000049168",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049173",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049176",2,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000049184",83,55,31,17,47,54,17,53,37,72,47,27,30,19
"ENSMUSG00000049191",12,7,0,2,12,13,10,1,7,3,4,5,2,5
"ENSMUSG00000049202",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049214",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049217",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049225",328,206,134,69,332,295,503,353,268,317,271,323,255,213
"ENSMUSG00000049229",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049230",50,49,28,6,68,98,61,20,36,53,51,66,83,74
"ENSMUSG00000049231",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049232",252,260,127,109,356,358,397,222,315,228,303,317,270,268
"ENSMUSG00000049233",25,66,17,15,57,11,61,8,77,52,107,45,37,74
"ENSMUSG00000049235",14,1,0,0,5,3,5,3,8,10,12,2,7,4
"ENSMUSG00000049241",7,0,0,0,1,0,0,4,0,3,1,2,0,0
"ENSMUSG00000049246",2,1,0,0,0,0,0,0,1,1,0,4,0,0
"ENSMUSG00000049247",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049249",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000049252",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049265",31,53,12,11,30,4,13,12,19,19,34,13,9,11
"ENSMUSG00000049280",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049281",8,3,0,3,0,0,6,5,3,5,7,1,0,5
"ENSMUSG00000049285",130,101,43,19,87,44,75,81,85,88,83,49,68,83
"ENSMUSG00000049287",568,431,192,142,393,230,324,210,422,411,405,287,302,315
"ENSMUSG00000049288",22,17,1,5,12,26,31,4,8,20,26,11,10,23
"ENSMUSG00000049291",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000049295",2345,2084,1002,856,1412,678,1006,1546,1305,1605,1612,922,1169,1116
"ENSMUSG00000049299",1075,986,440,514,822,473,912,809,787,764,694,858,673,727
"ENSMUSG00000049300",379,294,106,97,426,237,351,369,411,330,367,264,401,363
"ENSMUSG00000049303",36,24,27,5,14,9,29,32,29,50,35,15,24,17
"ENSMUSG00000049305",1149,1026,419,422,1036,564,750,626,799,850,937,604,731,700
"ENSMUSG00000049307",3942,3649,1507,754,4506,2055,3578,2049,2571,3220,3972,2713,2851,2740
"ENSMUSG00000049313",3709,3902,1664,1050,4463,3226,6769,3460,4486,4125,4932,3816,4229,3949
"ENSMUSG00000049314",0,1,0,0,2,0,4,4,1,1,0,0,0,0
"ENSMUSG00000049315",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049321",85,66,30,23,91,99,101,69,78,53,55,50,53,66
"ENSMUSG00000049323",623,542,321,207,785,575,870,471,637,751,834,773,651,619
"ENSMUSG00000049327",5673,5104,2370,2189,4828,3497,4194,3505,4306,4936,4948,2701,3634,3137
"ENSMUSG00000049334",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049336",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049339",2433,2094,1054,1199,2000,984,1935,1741,1672,1572,1794,1070,1398,1219
"ENSMUSG00000049349",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049350",32602,47914,9367,11722,36664,9078,9492,12533,25161,30417,31112,11461,11738,12237
"ENSMUSG00000049353",2,0,0,0,0,0,2,0,0,1,0,1,1,0
"ENSMUSG00000049354",2355,1915,876,439,2492,1795,3117,1445,2158,2020,2560,2089,2288,2207
"ENSMUSG00000049357",43,34,20,29,20,37,19,35,10,18,28,13,8,20
"ENSMUSG00000049362",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049372",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049382",160502,185371,58248,40487,129388,69652,116034,108648,163793,157230,175621,148394,134617,138305
"ENSMUSG00000049387",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000049396",15,16,11,14,18,7,2,15,10,9,13,14,9,10
"ENSMUSG00000049401",2411,1902,1173,1000,1681,1008,1252,1472,1754,1969,1929,1139,1519,1279
"ENSMUSG00000049404",1,1,0,0,0,0,5,3,3,3,5,0,2,4
"ENSMUSG00000049409",0,0,0,0,0,0,1,0,0,0,0,1,0,2
"ENSMUSG00000049410",2,1,0,0,2,0,2,0,1,5,2,1,7,8
"ENSMUSG00000049411",119,76,15,36,114,97,145,66,113,89,86,85,91,81
"ENSMUSG00000049414",36,58,21,3,86,19,10,41,83,19,58,62,80,76
"ENSMUSG00000049420",2,0,0,0,0,0,3,0,0,0,0,0,0,0
"ENSMUSG00000049421",922,725,447,296,967,926,916,578,688,769,797,947,788,770
"ENSMUSG00000049422",10886,9588,4015,3099,7163,3654,4741,7756,6440,7195,7258,4077,5669,5482
"ENSMUSG00000049427",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049436",80,34,29,55,41,52,31,46,29,22,45,63,65,80
"ENSMUSG00000049439",613,517,223,185,548,407,720,348,573,534,579,458,491,474
"ENSMUSG00000049442",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049456",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049460",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049470",1671,1727,890,354,2155,1916,2837,1129,1805,2096,2342,2237,1949,1665
"ENSMUSG00000049476",5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049477",18,10,3,1,12,0,10,2,9,5,6,6,5,6
"ENSMUSG00000049482",576,367,215,159,416,153,367,562,435,403,506,391,422,408
"ENSMUSG00000049488",130,99,96,47,136,92,179,109,141,110,160,126,115,119
"ENSMUSG00000049489",458,299,287,141,350,186,292,204,313,290,339,228,263,332
"ENSMUSG00000049491",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049493",4966,4436,1916,1004,4572,3634,6298,3445,5461,4594,6437,5158,4618,4390
"ENSMUSG00000049494",21,18,11,8,7,12,6,17,17,14,18,8,10,16
"ENSMUSG00000049498",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049502",1754,1475,831,514,1663,1373,2445,1084,2195,1729,2571,1399,1563,1433
"ENSMUSG00000049504",520,433,201,164,557,510,792,384,461,550,562,421,529,462
"ENSMUSG00000049506",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049507",11,16,20,8,9,0,15,0,16,17,20,9,12,9
"ENSMUSG00000049511",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049515",10,0,0,6,2,0,3,2,2,4,1,3,1,1
"ENSMUSG00000049516",851,616,365,205,903,842,1056,536,612,728,743,736,705,695
"ENSMUSG00000049517",19470,16033,10796,9093,12712,8370,6412,12441,12371,14309,11993,16195,10868,12421
"ENSMUSG00000049521",1139,768,520,301,854,702,869,590,836,763,852,829,874,795
"ENSMUSG00000049526",8,11,14,2,7,3,5,8,19,7,7,0,2,9
"ENSMUSG00000049528",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049532",26,24,7,9,33,21,27,0,11,7,12,10,22,10
"ENSMUSG00000049536",21,22,6,9,21,13,14,11,19,23,11,12,9,16
"ENSMUSG00000049537",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049538",40,25,30,15,11,66,31,46,17,2,7,17,31,37
"ENSMUSG00000049539",2,0,0,3,5,0,7,0,5,6,0,7,1,0
"ENSMUSG00000049546",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000049548",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000049550",941,728,496,294,1034,955,1331,704,942,927,1145,876,1211,887
"ENSMUSG00000049551",48,8,24,24,68,19,14,50,12,11,11,9,36,20
