NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RCCD1	1	ENSMUSG00000038930	
MOCS1	1	ENSMUSG00000064120	
EXOC2	1	ENSMUSG00000021357	
PLIN5	1	ENSMUSG00000011305	
EXOC1	1	ENSMUSG00000036435	
NFIX	1	ENSMUSG00000001911	
C1orf198	1	ENSMUSG00000031983	
DCAF12L2	1	ENSMUSG00000045284	
PRUNE2	1	ENSMUSG00000039126	
PRUNE1	1	ENSMUSG00000015711	
METTL21A	1	ENSMUSG00000025956	
TRBV12-4	1	ENSMUSG00000076472	
TRBV12-5	1	ENSMUSG00000076473	
METTL21C	1	ENSMUSG00000047343	
APOL6	1	ENSMUSG00000033576	
RRP36	1	ENSMUSG00000023971	
CKB	1	ENSMUSG00000001270	
PAIP2	1	ENSMUSG00000037058	
APOL1	1	ENSMUSG00000091650	
APOL2	5	ENSMUSG00000010601:ENSMUSG00000044309:ENSMUSG00000068252:ENSMUSG00000071716:ENSMUSG00000056656	
PAIP1	1	ENSMUSG00000025451	
BCHE	1	ENSMUSG00000027792	
HIPK4	1	ENSMUSG00000040424	
CKM	1	ENSMUSG00000030399	
MOCOS	1	ENSMUSG00000039616	
RFLNB	1	ENSMUSG00000020846	
ELP1	1	ENSMUSG00000028431	
G0S2	1	ENSMUSG00000009633	
ELP2	1	ENSMUSG00000024271	
ELP3	1	ENSMUSG00000022031	
ELP4	1	ENSMUSG00000027167	
RRP1B	1	ENSMUSG00000058392	
HIPK1	1	ENSMUSG00000008730	
ELP5	1	ENSMUSG00000018565	
ELP6	1	ENSMUSG00000054836	
HIPK3	1	ENSMUSG00000027177	
RFLNA	1	ENSMUSG00000037962	
HIPK2	1	ENSMUSG00000061436	
NFIA	1	ENSMUSG00000028565	
NFIB	1	ENSMUSG00000008575	
NFIC	1	ENSMUSG00000055053	
PLP1	1	ENSMUSG00000031425	
FOSB	1	ENSMUSG00000003545	
PLP2	2	ENSMUSG00000031146:ENSMUSG00000057762	
TMEM229A	1	ENSMUSG00000048022	
TMEM229B	1	ENSMUSG00000046157	
C1orf174	1	ENSMUSG00000047613	
CLU	1	ENSMUSG00000022037	
LCLAT1	1	ENSMUSG00000054469	
THG1L	1	ENSMUSG00000011254	
PODNL1	1	ENSMUSG00000012889	
CFL2	1	ENSMUSG00000062929	
CFL1	1	ENSMUSG00000056201	
PLS3	1	ENSMUSG00000016382	
OIP5	1	ENSMUSG00000072980	
IL13RA1	1	ENSMUSG00000017057	
PLS1	1	ENSMUSG00000049493	
KCMF1	1	ENSMUSG00000055239	
COL27A1	1	ENSMUSG00000045672	
FKBPL	1	ENSMUSG00000033739	
DIO1	1	ENSMUSG00000034785	
DIO2	1	ENSMUSG00000007682	
MIRLET7I	1	ENSMUSG00000065406	
DIO3	1	ENSMUSG00000075707	
FAM91A1	1	ENSMUSG00000037119	
LEMD3	1	ENSMUSG00000048661	
MIRLET7D	1	ENSMUSG00000065453	
LEMD2	1	ENSMUSG00000044857	
MIRLET7B	1	ENSMUSG00000065564	
TOM1L1	1	ENSMUSG00000020541	
TOM1L2	1	ENSMUSG00000000538	
MTNR1A	1	ENSMUSG00000054764	
OBSCN	1	ENSMUSG00000061462	
FKBP8	1	ENSMUSG00000019428	
FKBP7	1	ENSMUSG00000002732	
FKBP9	1	ENSMUSG00000029781	
FKBP4	1	ENSMUSG00000030357	
FKBP3	1	ENSMUSG00000020949	
FKBP5	1	ENSMUSG00000024222	
FKBP2	1	ENSMUSG00000056629	
CNP	1	ENSMUSG00000006782	
CD300LB	1	ENSMUSG00000063193	
CD300LD	1	ENSMUSG00000034641	
CD300LF	1	ENSMUSG00000047798	
CD300LG	1	ENSMUSG00000017309	
PLTP	1	ENSMUSG00000017754	
MCL1	1	ENSMUSG00000038612	
TCEANC	1	ENSMUSG00000051224	
C1orf162	1	ENSMUSG00000074342	
BCL9	1	ENSMUSG00000038256	
UBOX5	1	ENSMUSG00000027300	
BCL6	1	ENSMUSG00000022508	
CPD	1	ENSMUSG00000020841	
BCL3	1	ENSMUSG00000053175	
BCL2	1	ENSMUSG00000057329	
CPE	1	ENSMUSG00000037852	
C1orf159	1	ENSMUSG00000059939	
OSCP1	1	ENSMUSG00000042616	
SLC48A1	1	ENSMUSG00000081534	
CPM	1	ENSMUSG00000020183	
MCM7	1	ENSMUSG00000029730	
COL14A1	1	ENSMUSG00000022371	
MCM8	1	ENSMUSG00000027353	
C1orf131	1	ENSMUSG00000031984	
CPQ	1	ENSMUSG00000039007	
ZC3H4	1	ENSMUSG00000059273	
MCM9	1	ENSMUSG00000058298	
ZC3H3	1	ENSMUSG00000075600	
ZC3H8	1	ENSMUSG00000027387	
ZC3H6	1	ENSMUSG00000042851	
CPZ	1	ENSMUSG00000036596	
KBTBD13	1	ENSMUSG00000054978	
KBTBD12	1	ENSMUSG00000033182	
VPS72	1	ENSMUSG00000008958	
CEP170B	1	ENSMUSG00000072825	
EVI5L	1	ENSMUSG00000011832	
OIT3	1	ENSMUSG00000009654	
C1orf127	1	ENSMUSG00000070577	
C1orf146	1	ENSMUSG00000089798	
CR2	1	ENSMUSG00000026616	
GGPS1	1	ENSMUSG00000021302	
DIS3	1	ENSMUSG00000033166	
C1orf141	1	ENSMUSG00000028520	
APOA2	1	ENSMUSG00000005681	
APOA1	1	ENSMUSG00000032083	
APOA4	1	ENSMUSG00000032080	
APOA5	1	ENSMUSG00000032079	
SAPCD2	1	ENSMUSG00000026955	
SAPCD1	1	ENSMUSG00000036185	
MCM3	1	ENSMUSG00000041859	
CRH	1	ENSMUSG00000049796	
MCM4	1	ENSMUSG00000022673	
XCL1	1	ENSMUSG00000026573	
MCM5	1	ENSMUSG00000005410	
MCM6	1	ENSMUSG00000026355	
CRK	1	ENSMUSG00000017776	
PLUT	1	ENSMUSG00000092570	
MCM2	1	ENSMUSG00000002870	
HDAC4	1	ENSMUSG00000026313	
CRP	1	ENSMUSG00000037942	
HDAC5	1	ENSMUSG00000008855	
CEBPA	1	ENSMUSG00000034957	
HDAC2	1	ENSMUSG00000019777	
C1orf112	1	ENSMUSG00000041406	
CEBPB	1	ENSMUSG00000056501	
HDAC3	1	ENSMUSG00000024454	
CEBPD	1	ENSMUSG00000071637	
HDAC1	1	ENSMUSG00000028800	
CEBPE	1	ENSMUSG00000052435	
VPS4B	1	ENSMUSG00000009907	
VPS4A	1	ENSMUSG00000031913	
CEBPG	1	ENSMUSG00000056216	
TULP4	1	ENSMUSG00000034377	
TULP3	1	ENSMUSG00000001521	
TULP2	1	ENSMUSG00000023467	
TULP1	1	ENSMUSG00000037446	
HDAC8	1	ENSMUSG00000067567	
HDAC9	1	ENSMUSG00000004698	
HDAC6	1	ENSMUSG00000031161	
HDAC7	1	ENSMUSG00000022475	
STOX2	1	ENSMUSG00000038143	
NFS1	1	ENSMUSG00000027618	
HECTD1	1	ENSMUSG00000035247	
VPS51	1	ENSMUSG00000024797	
HECTD2	1	ENSMUSG00000041180	
VPS50	1	ENSMUSG00000001376	
HECTD3	1	ENSMUSG00000046861	
VPS53	1	ENSMUSG00000017288	
SVBP	1	ENSMUSG00000028643	
HECTD4	1	ENSMUSG00000042744	
VPS52	1	ENSMUSG00000024319	
IL21R	1	ENSMUSG00000030745	
XIRP1	1	ENSMUSG00000079243	
VPS54	1	ENSMUSG00000020128	
CSK	1	ENSMUSG00000032312	
C1orf109	1	ENSMUSG00000044730	
BCO2	1	ENSMUSG00000032066	
BCO1	1	ENSMUSG00000031845	
STOX1	1	ENSMUSG00000036923	
C1orf105	1	ENSMUSG00000086277	
SLC35A2	1	ENSMUSG00000031156	
MGME1	1	ENSMUSG00000027424	
SLC35A1	1	ENSMUSG00000028293	
SLC35A4	1	ENSMUSG00000033272	
SLC35A3	1	ENSMUSG00000027957	
C1orf122	1	ENSMUSG00000078570	
APOC4	1	ENSMUSG00000074336	
APOC3	1	ENSMUSG00000032081	
APOBR	1	ENSMUSG00000042759	
KBTBD11	1	ENSMUSG00000055675	
CPPED1	1	ENSMUSG00000065979	
ASXL1	1	ENSMUSG00000042548	
MAB21L3	1	ENSMUSG00000044313	
MAB21L4	1	ENSMUSG00000034159	
EVI2A	1	ENSMUSG00000078771	
APOC2	1	ENSMUSG00000002992	
CTH	1	ENSMUSG00000028179	
ASXL3	1	ENSMUSG00000045215	
MAB21L1	1	ENSMUSG00000056947	
ASXL2	1	ENSMUSG00000037486	
APOC1	1	ENSMUSG00000040564	
VPS41	1	ENSMUSG00000041236	
MAB21L2	1	ENSMUSG00000057777	
CEBPZ	1	ENSMUSG00000024081	
VPS45	1	ENSMUSG00000015747	
BCOR	1	ENSMUSG00000040363	
EVI2B	1	ENSMUSG00000070354	
C1orf116	1	ENSMUSG00000042510	
C1orf115	1	ENSMUSG00000039349	
SLC35B3	1	ENSMUSG00000021432	
SLC35B2	1	ENSMUSG00000037089	
IL1RN	1	ENSMUSG00000026981	
SLC35B4	1	ENSMUSG00000018999	
MISP3	1	ENSMUSG00000074217	
SLC35B1	1	ENSMUSG00000020873	
IL23R	1	ENSMUSG00000049093	
C6orf89	1	ENSMUSG00000052712	
CALR4P	1	ENSMUSG00000028558	
NIPAL4	1	ENSMUSG00000020411	
NFU1	1	ENSMUSG00000029993	
RPS6KA3	1	ENSMUSG00000031309	
RPS6KA6	1	ENSMUSG00000025665	
CFAP276	1	ENSMUSG00000027886	
RPS6KA5	1	ENSMUSG00000021180	
NIPAL1	1	ENSMUSG00000067219	
RPS6KA2	1	ENSMUSG00000023809	
NIPAL2	1	ENSMUSG00000038879	
RPS6KA1	1	ENSMUSG00000003644	
NIPAL3	1	ENSMUSG00000028803	
ARFIP2	1	ENSMUSG00000030881	
ARFIP1	1	ENSMUSG00000074513	
H4C1	1	ENSMUSG00000061482	
H4C4	1	ENSMUSG00000069306	
SLC35A5	1	ENSMUSG00000022664	
H4C3	1	ENSMUSG00000091405	
H4C6	1	ENSMUSG00000060678	
TANGO6	1	ENSMUSG00000041949	
C1orf100	1	ENSMUSG00000015962	
IL1R1	1	ENSMUSG00000026072	
TANGO2	1	ENSMUSG00000013539	
SLC35C2	1	ENSMUSG00000017664	
IL1R2	1	ENSMUSG00000026073	
SLC35C1	1	ENSMUSG00000049922	
TWSG1	1	ENSMUSG00000024098	
IL23A	1	ENSMUSG00000025383	
GSAP	1	ENSMUSG00000039934	
OBSL1	1	ENSMUSG00000026211	
CFTR	1	ENSMUSG00000041301	
SLC22A4	1	ENSMUSG00000020334	
SLC22A3	1	ENSMUSG00000023828	
SLC22A5	2	ENSMUSG00000018900:ENSMUSG00000063652	
SLC35D1	1	ENSMUSG00000028521	
SH2D2A	1	ENSMUSG00000028071	
SLC22A2	1	ENSMUSG00000040966	
SLC35D3	1	ENSMUSG00000050473	
SLC22A1	1	ENSMUSG00000023829	
SLC35D2	1	ENSMUSG00000033114	
CFAP251	1	ENSMUSG00000029442	
GSE1	1	ENSMUSG00000031822	
FAM43A	1	ENSMUSG00000046546	
ARGLU1	1	ENSMUSG00000040459	
SPRR2D	1	ENSMUSG00000042212	
H4C8	1	ENSMUSG00000064288	
XCR1	1	ENSMUSG00000060509	
H4C9	1	ENSMUSG00000060981	
SLC35E1	1	ENSMUSG00000019731	
SLC35E4	1	ENSMUSG00000048807	
SH2D1A	1	ENSMUSG00000005696	
SLC35E3	1	ENSMUSG00000060181	
SH2D1B	1	ENSMUSG00000073494	
MPHOSPH10	1	ENSMUSG00000030521	
SLC22A8	1	ENSMUSG00000063796	
TECPR2	1	ENSMUSG00000021275	
SPRR1A	1	ENSMUSG00000050359	
TECPR1	1	ENSMUSG00000066621	
SLC22A9	1	ENSMUSG00000053303	
SLC35F6	1	ENSMUSG00000029175	
SLC35F3	1	ENSMUSG00000057060	
CAB39L	1	ENSMUSG00000021981	
SLC35F2	1	ENSMUSG00000042195	
SLC35F5	1	ENSMUSG00000026342	
MCUB	1	ENSMUSG00000027994	
RSF1	1	ENSMUSG00000035623	
C6orf47	1	ENSMUSG00000043311	
SIPA1L2	1	ENSMUSG00000001995	
SIPA1L3	1	ENSMUSG00000030583	
SIPA1L1	1	ENSMUSG00000042700	
GSG1	1	ENSMUSG00000030206	
SLC35G6	1	ENSMUSG00000018776	
SLC35G2	1	ENSMUSG00000070287	
TYK2	1	ENSMUSG00000032175	
SLC35G1	1	ENSMUSG00000044026	
CFAP299	1	ENSMUSG00000057816	
MTSS1	1	ENSMUSG00000022353	
MTSS2	1	ENSMUSG00000033763	
NFX1	1	ENSMUSG00000028423	
C1QTNF12	1	ENSMUSG00000023571	
AMER1	1	ENSMUSG00000050332	
AMER2	1	ENSMUSG00000021986	
MEGF6	1	ENSMUSG00000057751	
TYMS	1	ENSMUSG00000025747	
TYMP	1	ENSMUSG00000022615	
BEGAIN	1	ENSMUSG00000040867	
TCEAL8	1	ENSMUSG00000051579	
CFAP298	1	ENSMUSG00000022972	
TCEAL5	1	ENSMUSG00000054034	
C6orf62	1	ENSMUSG00000019132	
TCEAL3	1	ENSMUSG00000044550	
EMC1	1	ENSMUSG00000078517	
EMC2	1	ENSMUSG00000022337	
TCEAL1	1	ENSMUSG00000049536	
EMC3	1	ENSMUSG00000030286	
SUSD4	1	ENSMUSG00000038576	
SUSD3	1	ENSMUSG00000021384	
EMC4	1	ENSMUSG00000027131	
SUSD6	1	ENSMUSG00000021133	
EMC6	1	ENSMUSG00000047260	
EMC7	1	ENSMUSG00000055943	
EMC8	1	ENSMUSG00000031819	
EMC9	1	ENSMUSG00000022217	
TCEAL9	1	ENSMUSG00000042712	
SVIL	1	ENSMUSG00000024236	
SLURP2	1	ENSMUSG00000075605	
NFYA	1	ENSMUSG00000023994	
NFYB	1	ENSMUSG00000020248	
SUSD2	1	ENSMUSG00000006342	
NFYC	1	ENSMUSG00000032897	
SUSD1	1	ENSMUSG00000038578	
SVIP	1	ENSMUSG00000074093	
SLURP1	1	ENSMUSG00000022596	
SPCS3	1	ENSMUSG00000054408	
SPCS2	1	ENSMUSG00000035227	
SPCS1	1	ENSMUSG00000021917	
GSTA5	1	ENSMUSG00000074179	
MT-RNR2	1	ENSMUSG00000064339	
LRRN4CL	1	ENSMUSG00000071656	
QPCT	1	ENSMUSG00000024084	
GSTA2	1	ENSMUSG00000057933	
MT-RNR1	1	ENSMUSG00000064337	
GSTA1	1	ENSMUSG00000074183	
MEGF8	1	ENSMUSG00000045039	
SIPA1	1	ENSMUSG00000056917	
MEGF9	1	ENSMUSG00000039270	
SPPL2B	1	ENSMUSG00000035206	
ROGDI	1	ENSMUSG00000022540	
SPPL2A	1	ENSMUSG00000027366	
PMCH	1	ENSMUSG00000035383	
CLEC18B	1	ENSMUSG00000033633	
PAIP2B	1	ENSMUSG00000045896	
EME1	1	ENSMUSG00000039055	
C3orf62	1	ENSMUSG00000032611	
EME2	1	ENSMUSG00000073436	
FPGT	1	ENSMUSG00000053870	
FPGS	1	ENSMUSG00000009566	
POSTN	1	ENSMUSG00000027750	
TRPC4AP	1	ENSMUSG00000038324	
C3orf70	1	ENSMUSG00000043391	
SPECC1L	1	ENSMUSG00000033444	
TIMELESS	1	ENSMUSG00000039994	
MYADM	1	ENSMUSG00000068566	
IGHV3OR15-7	1	ENSMUSG00000076665	
NUPR1	1	ENSMUSG00000030717	
PMEL	1	ENSMUSG00000025359	
ISYNA1	1	ENSMUSG00000019139	
GSTCD	1	ENSMUSG00000028018	
CLEC16A	1	ENSMUSG00000068663	
PMF1	1	ENSMUSG00000028066	
CAMSAP1	1	ENSMUSG00000026933	
RSKR	1	ENSMUSG00000037593	
CAMSAP2	1	ENSMUSG00000041570	
C3orf80	1	ENSMUSG00000046999	
EMG1	1	ENSMUSG00000004268	
NPC1L1	1	ENSMUSG00000020447	
TASOR	1	ENSMUSG00000040651	
TASP1	1	ENSMUSG00000039033	
PNPT1	1	ENSMUSG00000020464	
CAMSAP3	1	ENSMUSG00000044433	
DIAPH1	1	ENSMUSG00000024456	
DIAPH2	1	ENSMUSG00000034480	
DAP	1	ENSMUSG00000039168	
DIAPH3	1	ENSMUSG00000022021	
DAO	1	ENSMUSG00000042096	
PXMP2	1	ENSMUSG00000029499	
PXMP4	1	ENSMUSG00000000876	
CGAS	1	ENSMUSG00000032344	
C3orf22	1	ENSMUSG00000049694	
DBI	1	ENSMUSG00000026385	
CLEC14A	1	ENSMUSG00000045930	
DBH	1	ENSMUSG00000000889	
C3orf20	1	ENSMUSG00000034063	
DBP	1	ENSMUSG00000059824	
NTMT1	1	ENSMUSG00000026857	
DBT	1	ENSMUSG00000000340	
COLGALT1	1	ENSMUSG00000034807	
STPG1	1	ENSMUSG00000028801	
STPG3	1	ENSMUSG00000036770	
C3orf38	1	ENSMUSG00000059920	
SVOP	1	ENSMUSG00000042078	
STPG2	1	ENSMUSG00000047940	
STPG4	1	ENSMUSG00000036557	
C3orf33	1	ENSMUSG00000048581	
OXSR1	1	ENSMUSG00000036737	
DCK	1	ENSMUSG00000029366	
DCN	1	ENSMUSG00000019929	
C1QTNF9B	1	ENSMUSG00000071347	
ZAP70	1	ENSMUSG00000026117	
DCT	1	ENSMUSG00000022129	
DCX	1	ENSMUSG00000031285	
DNASE2	1	ENSMUSG00000003812	
DNASE1	1	ENSMUSG00000005980	
DTHD1	1	ENSMUSG00000090326	
DDC	1	ENSMUSG00000020182	
C3orf49	1	ENSMUSG00000079357	
CLEC12A	1	ENSMUSG00000053063	
CLEC12B	1	ENSMUSG00000030158	
CFAP206	1	ENSMUSG00000028294	
DDO	1	ENSMUSG00000063428	
DDN	1	ENSMUSG00000059213	
CFAP210	1	ENSMUSG00000070883	
PDE11A	1	ENSMUSG00000075270	
SNORA18	1	ENSMUSG00000065282	
DDT	1	ENSMUSG00000001666	
RPS6KC1	1	ENSMUSG00000089872	
PDSS2	1	ENSMUSG00000038240	
PDSS1	1	ENSMUSG00000026784	
SNORA12	1	ENSMUSG00000077391	
SNORA13	1	ENSMUSG00000092819	
SNORA11	1	ENSMUSG00000080582	
ATP13A1	1	ENSMUSG00000031862	
C3orf52	1	ENSMUSG00000033187	
DEK	1	ENSMUSG00000021377	
PDE10A	1	ENSMUSG00000023868	
DES	1	ENSMUSG00000026208	
RPS6KB1	1	ENSMUSG00000020516	
RPS6KB2	1	ENSMUSG00000024830	
ATP13A4	1	ENSMUSG00000038094	
ATP13A5	1	ENSMUSG00000048939	
ATP13A2	1	ENSMUSG00000036622	
ATP13A3	1	ENSMUSG00000022533	
MT-ND6	1	ENSMUSG00000064368	
MDC1	1	ENSMUSG00000061607	
MT-ND4	1	ENSMUSG00000064363	
MT-ND5	1	ENSMUSG00000064367	
NEXMIF	1	ENSMUSG00000046449	
MT-ND2	1	ENSMUSG00000064345	
MT-ND3	1	ENSMUSG00000064360	
MT-ND1	1	ENSMUSG00000064341	
SCAMP5	1	ENSMUSG00000040722	
LACTB	1	ENSMUSG00000032370	
IL4I1	1	ENSMUSG00000074141	
CYP2D6	3	ENSMUSG00000068085:ENSMUSG00000061740:ENSMUSG00000022445	
IGLON5	1	ENSMUSG00000013367	
SNORA38	1	ENSMUSG00000064853	
SNORA33	1	ENSMUSG00000070063	
TYW5	1	ENSMUSG00000048495	
TYW3	1	ENSMUSG00000047583	
NGDN	1	ENSMUSG00000022204	
FIBCD1	1	ENSMUSG00000026841	
SCAMP1	1	ENSMUSG00000021687	
HSPG2	1	ENSMUSG00000028763	
EML1	1	ENSMUSG00000058070	
SNORA2B	1	ENSMUSG00000065939	
SCAMP3	1	ENSMUSG00000028049	
EML2	1	ENSMUSG00000040811	
SCAMP2	1	ENSMUSG00000040188	
EML3	1	ENSMUSG00000071647	
EML4	1	ENSMUSG00000032624	
AR	1	ENSMUSG00000046532	
EML5	1	ENSMUSG00000051166	
EML6	1	ENSMUSG00000044072	
PRKAR1B	1	ENSMUSG00000025855	
PRKAR1A	1	ENSMUSG00000020612	
SNORA28	1	ENSMUSG00000064493	
SNORA25	1	ENSMUSG00000065663	
SNORA23	1	ENSMUSG00000064451	
CYP2E1	1	ENSMUSG00000025479	
RBCK1	1	ENSMUSG00000027466	
SNORA24	1	ENSMUSG00000092730	
SNORA21	1	ENSMUSG00000064901	
NGEF	1	ENSMUSG00000026259	
CGGBP1	1	ENSMUSG00000054604	
GRID2IP	1	ENSMUSG00000010825	
SNORA20	1	ENSMUSG00000064637	
SNORA62	1	ENSMUSG00000064925	
DHH	1	ENSMUSG00000023000	
ACTL7A	1	ENSMUSG00000070979	
SHOX2	1	ENSMUSG00000027833	
ACTL7B	1	ENSMUSG00000070980	
FPR2	2	ENSMUSG00000052270:ENSMUSG00000079700	
AAAS	1	ENSMUSG00000036678	
C2	1	ENSMUSG00000024371	
SNORA5C	1	ENSMUSG00000065686	
C3	1	ENSMUSG00000024164	
DYNC2LI1	1	ENSMUSG00000024253	
SNORA5A	1	ENSMUSG00000064495	
C5	1	ENSMUSG00000026874	
C6	1	ENSMUSG00000022181	
HSPH1	1	ENSMUSG00000029657	
CYP2B6	2	ENSMUSG00000030483:ENSMUSG00000040660	
PRKAR2B	1	ENSMUSG00000002997	
C9	1	ENSMUSG00000022149	
PRKAR2A	1	ENSMUSG00000032601	
RSU1	1	ENSMUSG00000026727	
SNORA57	1	ENSMUSG00000070167	
SNORA54	1	ENSMUSG00000065118	
SNORA55	1	ENSMUSG00000065778	
EXPH5	1	ENSMUSG00000034584	
SNORA53	1	ENSMUSG00000077167	
NGFR	1	ENSMUSG00000000120	
GLYATL3	1	ENSMUSG00000091043	
PMM1	1	ENSMUSG00000022474	
PMM2	1	ENSMUSG00000022711	
GRIN2C	1	ENSMUSG00000020734	
CP	1	ENSMUSG00000003617	
GRIN2B	1	ENSMUSG00000030209	
GRIN2D	1	ENSMUSG00000002771	
CS	1	ENSMUSG00000005683	
GRIN3B	1	ENSMUSG00000035745	
CYP2C8	2	ENSMUSG00000067231:ENSMUSG00000067229	
GRIN3A	1	ENSMUSG00000039579	
SNORA47	1	ENSMUSG00000088108	
SNORA46	1	ENSMUSG00000065089	
SNORA41	1	ENSMUSG00000064602	
LAD1	1	ENSMUSG00000041782	
SNORA84	1	ENSMUSG00000087963	
LRSAM1	1	ENSMUSG00000026792	
RPLP1	1	ENSMUSG00000007892	
QPRT	1	ENSMUSG00000030674	
RPLP0	1	ENSMUSG00000067274	
ECSIT	1	ENSMUSG00000066839	
AACS	1	ENSMUSG00000029482	
NIPBL	1	ENSMUSG00000022141	
RPLP2	1	ENSMUSG00000025508	
SNORA78	1	ENSMUSG00000089255	
APPL2	1	ENSMUSG00000020263	
APPL1	1	ENSMUSG00000040760	
CCDC162P	1	ENSMUSG00000075225	
ACTL6B	1	ENSMUSG00000029712	
ACTL6A	1	ENSMUSG00000027671	
SIRT4	1	ENSMUSG00000029524	
NIPA1	1	ENSMUSG00000047037	
EMP1	1	ENSMUSG00000030208	
SIRT5	1	ENSMUSG00000054021	
EMP2	1	ENSMUSG00000022505	
SIRT6	1	ENSMUSG00000034748	
SIRT7	1	ENSMUSG00000025138	
NIPA2	1	ENSMUSG00000030452	
EMP3	1	ENSMUSG00000040212	
F2	1	ENSMUSG00000027249	
SIRT1	1	ENSMUSG00000020063	
F3	1	ENSMUSG00000028128	
SIRT2	1	ENSMUSG00000015149	
FAHD2A	1	ENSMUSG00000027371	
ELAPOR2	1	ENSMUSG00000056004	
SIRT3	1	ENSMUSG00000025486	
F5	1	ENSMUSG00000026579	
ELAPOR1	1	ENSMUSG00000040412	
F7	1	ENSMUSG00000031443	
F8	1	ENSMUSG00000031196	
BDH2	1	ENSMUSG00000028167	
F9	1	ENSMUSG00000031138	
BDH1	1	ENSMUSG00000046598	
CDC42EP5	1	ENSMUSG00000063838	
CDC42EP4	1	ENSMUSG00000041598	
CDC42EP3	1	ENSMUSG00000036533	
CDC42EP2	1	ENSMUSG00000045664	
SNORA69	1	ENSMUSG00000065642	
CDC42EP1	1	ENSMUSG00000049521	
PICK1	1	ENSMUSG00000068206	
SNORA68	1	ENSMUSG00000077563	
DLD	1	ENSMUSG00000020664	
SNORA66	1	ENSMUSG00000077426	
MDFI	1	ENSMUSG00000032717	
FH	1	ENSMUSG00000026526	
CCNDBP1	1	ENSMUSG00000023572	
HLA-DMA	1	ENSMUSG00000037649	
HLA-DMB	2	ENSMUSG00000079547:ENSMUSG00000037548	
PMS2	1	ENSMUSG00000079109	
DMD	1	ENSMUSG00000045103	
CSMD2	1	ENSMUSG00000028804	
CYP2F1	1	ENSMUSG00000052974	
PMS1	1	ENSMUSG00000026098	
MDH1	1	ENSMUSG00000020321	
GK	1	ENSMUSG00000025059	
MDH2	1	ENSMUSG00000019179	
TTLL7	1	ENSMUSG00000036745	
TTLL6	1	ENSMUSG00000038756	
TTLL5	1	ENSMUSG00000012609	
TTLL4	1	ENSMUSG00000033257	
AADAC	1	ENSMUSG00000027761	
TTLL3	1	ENSMUSG00000030276	
TTLL2	1	ENSMUSG00000079722	
TTLL1	1	ENSMUSG00000022442	
RIMBP2	1	ENSMUSG00000029420	
TTLL9	1	ENSMUSG00000074673	
TTLL8	1	ENSMUSG00000022388	
HDDC2	1	ENSMUSG00000000295	
FAM13B	1	ENSMUSG00000036501	
UBE2D4	1	ENSMUSG00000063447	
FAM13C	1	ENSMUSG00000043259	
UBE2D2	1	ENSMUSG00000091896	
FAM13A	1	ENSMUSG00000037709	
UBE2D3	1	ENSMUSG00000078578	
HP	1	ENSMUSG00000031722	
UBE2D1	1	ENSMUSG00000019927	
HR	1	ENSMUSG00000022096	
HDDC3	1	ENSMUSG00000030532	
HPGDS	1	ENSMUSG00000029919	
PABPC4L	1	ENSMUSG00000090919	
PMPCB	1	ENSMUSG00000029017	
PMPCA	1	ENSMUSG00000026926	
HLA-DOA	1	ENSMUSG00000024334	
HLA-DOB	1	ENSMUSG00000041538	
IK	1	ENSMUSG00000024474	
LAG3	1	ENSMUSG00000030124	
UBE2E3	1	ENSMUSG00000027011	
VPS33A	1	ENSMUSG00000029434	
VPS33B	1	ENSMUSG00000030534	
UBE2E1	1	ENSMUSG00000021774	
UBE2E2	1	ENSMUSG00000058317	
EMSY	1	ENSMUSG00000035401	
NSMAF	1	ENSMUSG00000028245	
FBLIM1	1	ENSMUSG00000006219	
ART2BP	1	ENSMUSG00000030651	
ECSCR	1	ENSMUSG00000073599	
DPT	1	ENSMUSG00000026574	
TNFRSF11B	1	ENSMUSG00000063727	
TNFRSF11A	1	ENSMUSG00000026321	
NTPCR	1	ENSMUSG00000031851	
SOCS2	1	ENSMUSG00000020027	
SOCS3	1	ENSMUSG00000053113	
SOCS1	1	ENSMUSG00000038037	
PMVK	1	ENSMUSG00000027952	
SOCS6	1	ENSMUSG00000056153	
SOCS7	1	ENSMUSG00000038485	
SOCS4	1	ENSMUSG00000048379	
MDN1	1	ENSMUSG00000058006	
SOCS5	1	ENSMUSG00000037104	
COL28A1	1	ENSMUSG00000068794	
KL	1	ENSMUSG00000058488	
DR1	1	ENSMUSG00000029265	
BRPF1	1	ENSMUSG00000001632	
BDNF	1	ENSMUSG00000048482	
BRPF3	1	ENSMUSG00000063952	
GFPT2	1	ENSMUSG00000020363	
GFPT1	1	ENSMUSG00000029992	
TNFRSF10B	1	ENSMUSG00000022074	
BCDIN3D	1	ENSMUSG00000037525	
KY	1	ENSMUSG00000035606	
ZC3HC1	1	ENSMUSG00000039130	
TFCP2	1	ENSMUSG00000009733	
MDM2	1	ENSMUSG00000020184	
AAK1	1	ENSMUSG00000057230	
MDM4	1	ENSMUSG00000054387	
MYD88	1	ENSMUSG00000032508	
MDM1	1	ENSMUSG00000020212	
SNORA80B	1	ENSMUSG00000064427	
DRAXIN	1	ENSMUSG00000029005	
ST6GALNAC1	1	ENSMUSG00000009588	
ST6GALNAC2	1	ENSMUSG00000057286	
SH2D4A	1	ENSMUSG00000053886	
